Date,Return,STD,ticker,COV1,COV2
2006/4/30,0.070175297,0.011741827,DBC,-3.69E-06,8.72E-06
2006/5/31,-0.003903019,0.015528148,DBC,7.22E-07,-1.56E-05
2006/6/30,-0.008620907,0.012069294,DBC,9.29E-06,6.73E-05
2006/7/31,0.0221345,0.012099322,DBC,7.74E-06,1.55E-05
2006/8/31,-0.033256101,0.010202442,DBC,4.47E-06,-4.57E-06
2006/9/30,-0.041999864,0.010310368,DBC,1.05E-06,-4.21E-06
2006/10/31,0.010020954,0.014004446,DBC,5.49E-06,1.44E-05
2006/11/30,0.065729469,0.011299305,DBC,-1.59E-06,-1.27E-06
2006/12/31,-0.02319928,0.008428242,DBC,-1.83E-06,1.68E-06
2007/1/31,-0.024003345,0.017904037,DBC,-8.26E-06,3.45E-05
2007/2/28,0.050854613,0.013731442,DBC,-1.01E-05,4.95E-05
2007/3/31,0.006743297,0.009796119,DBC,-3.47E-06,2.81E-05
2007/4/30,0.00748624,0.009578811,DBC,-1.18E-07,1.31E-05
2007/5/31,-0.002346584,0.009394067,DBC,-2.86E-07,7.22E-06
2007/6/30,0.00744809,0.008468855,DBC,3.31E-06,8.01E-06
2007/7/31,0.019066243,0.008065796,DBC,-2.88E-06,6.18E-07
2007/8/31,-0.019091304,0.007366613,DBC,-5.14E-06,2.60E-05
2007/9/30,0.094200067,0.008315812,DBC,-1.22E-06,-1.31E-07
2007/10/31,0.085023076,0.013894089,DBC,-1.85E-05,2.46E-05
2007/11/30,-0.006229459,0.014369688,DBC,-1.01E-05,2.21E-05
2007/12/31,0.067042261,0.009579331,DBC,1.14E-06,2.30E-05
2008/1/31,0.029150886,0.013541369,DBC,5.59E-06,6.80E-06
2008/2/29,0.111453128,0.015100003,DBC,-1.47E-05,1.70E-05
2008/3/31,-0.009141148,0.022674819,DBC,-4.08E-05,0.000108732
2008/4/30,0.060385686,0.011801405,DBC,4.33E-06,4.91E-06
2008/5/31,0.069074537,0.016319501,DBC,1.51E-05,-7.29E-05
2008/6/30,0.104315873,0.017943957,DBC,1.83E-05,-7.69E-05
2008/7/31,-0.097811566,0.017800667,DBC,3.84E-06,-6.42E-05
2008/8/31,-0.065346506,0.019111986,DBC,5.38E-06,-6.47E-05
2008/9/30,-0.102489546,0.024861308,DBC,-1.25E-05,0.000416283
2008/10/31,-0.25081141,0.033586073,DBC,0.000198653,0.001214415
2008/11/30,-0.123670798,0.031758609,DBC,-5.12E-06,0.001036387
2008/12/31,-0.032621751,0.02594202,DBC,-3.95E-05,0.000341823
2009/1/31,-0.044360586,0.025175692,DBC,7.47E-06,0.000406302
2009/2/28,-0.056296104,0.019093873,DBC,-1.35E-05,0.000221583
2009/3/31,0.046572344,0.024151055,DBC,-1.17E-05,0.000413157
2009/4/30,-0.000999954,0.017301188,DBC,-1.89E-05,0.000263819
2009/5/31,0.1626625,0.015548894,DBC,2.25E-06,0.000179351
2009/6/30,-0.026259033,0.017035646,DBC,-3.58E-05,0.000163939
2009/7/31,0.01856766,0.016547628,DBC,-1.83E-05,0.000144141
2009/8/31,-0.040364682,0.014896703,DBC,-2.06E-05,0.000100399
2009/9/30,-0.002261268,0.014172957,DBC,1.70E-06,6.62E-05
2009/10/31,0.069356346,0.016383652,DBC,-6.67E-06,0.000150217
2009/11/30,0.045358024,0.013285977,DBC,-3.06E-06,7.37E-05
2009/12/31,-0.001621898,0.009705509,DBC,-3.61E-06,2.25E-05
2010/1/31,-0.078391556,0.011897916,DBC,-9.42E-06,8.12E-05
2010/2/28,0.041427778,0.016505163,DBC,-6.39E-06,0.000155198
